ENSG00000000003.1	gene_1
ENSG00000164430.1	gene_13851
ENSG00000164434.1	gene_13852
ENSG00000164438.1	gene_13853
ENSG00000164440.1	gene_13854
ENSG00000164442.1	gene_13855
ENSG00000164451.1	gene_13856
ENSG00000164458.1	gene_13857
ENSG00000164463.1	gene_13858
ENSG00000164465.1	gene_13859
ENSG00000164466.1	gene_13860
ENSG00000164483.1	gene_13861
ENSG00000164484.1	gene_13862
ENSG00000164485.1	gene_13863
ENSG00000164488.1	gene_13864
ENSG00000164494.1	gene_13865
ENSG00000164500.1	gene_13866
ENSG00000164506.1	gene_13867
ENSG00000164508.1	gene_13868
ENSG00000164508.2	gene_13869
ENSG00000164509.1	gene_13870
ENSG00000164512.1	gene_13871
ENSG00000164530.1	gene_13872
ENSG00000164532.1	gene_13873
ENSG00000164535.1	gene_13874
ENSG00000164542.1	gene_13875
ENSG00000164548.1	gene_13876
ENSG00000164574.1	gene_13877
ENSG00000164576.1	gene_13878
ENSG00000164587.1	gene_13879
ENSG00000164587.2	gene_13880
ENSG00000164587.3	gene_13881
ENSG00000164587.4	gene_13882
ENSG00000164588.1	gene_13883
ENSG00000164591.1	gene_13884
ENSG00000164597.1	gene_13885
ENSG00000164600.1	gene_13886
ENSG00000164603.1	gene_13887
ENSG00000164604.1	gene_13888
ENSG00000164609.1	gene_13889
ENSG00000164610.1	gene_13890
ENSG00000164610.2	gene_13891
ENSG00000164611.1	gene_13892
ENSG00000164615.1	gene_13893
ENSG00000164619.1	gene_13894
ENSG00000164620.1	gene_13895
ENSG00000164626.1	gene_13896
ENSG00000164626.2	gene_13897
ENSG00000164626.3	gene_13898
ENSG00000164626.4	gene_13899
ENSG00000164627.1	gene_13900
ENSG00000164631.1	gene_13901
ENSG00000164638.1	gene_13902
ENSG00000164647.1	gene_13903
ENSG00000164649.1	gene_13904
ENSG00000164651.1	gene_13905
ENSG00000164654.1	gene_13906
ENSG00000164659.1	gene_13907
ENSG00000164663.1	gene_13908
ENSG00000164674.1	gene_13909
ENSG00000164675.1	gene_13910
ENSG00000164683.1	gene_13911
ENSG00000164684.1	gene_13912
ENSG00000164687.1	gene_13913
ENSG00000164687.2	gene_13914
ENSG00000164690.1	gene_13915
ENSG00000164691.1	gene_13916
ENSG00000164692.1	gene_13917
ENSG00000164692.2	gene_13918
ENSG00000164694.1	gene_13919
ENSG00000164695.1	gene_13920
ENSG00000164707.1	gene_13921
ENSG00000164708.1	gene_13922
ENSG00000164708.2	gene_13923
ENSG00000164713.1	gene_13924
ENSG00000164713.2	gene_13925
ENSG00000164715.1	gene_13926
ENSG00000164729.1	gene_13927
ENSG00000164733.1	gene_13928
ENSG00000164736.1	gene_13929
ENSG00000164741.1	gene_13930
ENSG00000164742.1	gene_13931
ENSG00000164743.1	gene_13932
ENSG00000164746.1	gene_13933
ENSG00000164749.1	gene_13934
ENSG00000164751.1	gene_13935
ENSG00000164754.1	gene_13936
ENSG00000164756.1	gene_13937
ENSG00000164758.1	gene_13938
ENSG00000164761.1	gene_13939
ENSG00000164764.1	gene_13940
ENSG00000164764.2	gene_13941
ENSG00000164776.1	gene_13942
ENSG00000164776.2	gene_13943
ENSG00000164778.1	gene_13944
ENSG00000164794.1	gene_13945
ENSG00000164796.1	gene_13946
ENSG00000164808.1	gene_13947
ENSG00000164815.1	gene_13948
ENSG00000164816.1	gene_13949
ENSG00000164816.2	gene_13950
ENSG00000164816.3	gene_13951
ENSG00000164818.1	gene_13952
ENSG00000164822.1	gene_13953
ENSG00000164823.1	gene_13954
ENSG00000164825.1	gene_13955
ENSG00000164825.2	gene_13956
ENSG00000164825.3	gene_13957
ENSG00000164828.1	gene_13958
ENSG00000164830.1	gene_13959
ENSG00000164841.1	gene_13960
ENSG00000164849.1	gene_13961
ENSG00000164850.1	gene_13962
ENSG00000164853.1	gene_13963
ENSG00000164855.1	gene_13964
ENSG00000164867.1	gene_13965
ENSG00000164871.1	gene_13966
ENSG00000164877.1	gene_13967
ENSG00000164879.1	gene_13968
ENSG00000164880.1	gene_13969
ENSG00000164885.1	gene_13970
ENSG00000164889.1	gene_13971
ENSG00000164896.1	gene_13972
ENSG00000164897.1	gene_13973
ENSG00000164898.1	gene_13974
ENSG00000164900.1	gene_13975
ENSG00000164902.1	gene_13976
ENSG00000164904.1	gene_13977
ENSG00000164916.1	gene_13978
ENSG00000164919.1	gene_13979
ENSG00000164920.1	gene_13980
ENSG00000164924.1	gene_13981
ENSG00000164929.1	gene_13982
ENSG00000164930.1	gene_13983
ENSG00000164932.1	gene_13984
ENSG00000164933.1	gene_13985
ENSG00000164934.1	gene_13986
ENSG00000164935.1	gene_13987
ENSG00000164938.1	gene_13988
ENSG00000164941.1	gene_13989
ENSG00000164944.1	gene_13990
ENSG00000164946.1	gene_13991
ENSG00000164949.1	gene_13992
ENSG00000164951.1	gene_13993
ENSG00000164953.1	gene_13994
ENSG00000164961.1	gene_13995
ENSG00000164967.1	gene_13996
ENSG00000164970.1	gene_13997
ENSG00000164972.1	gene_13998
ENSG00000164975.1	gene_13999
ENSG00000164976.1	gene_14000
ENSG00000164978.1	gene_14001
ENSG00000164978.2	gene_14002
ENSG00000164983.1	gene_14003
ENSG00000164985.1	gene_14004
ENSG00000164989.1	gene_14005
ENSG00000165006.1	gene_14006
ENSG00000165023.1	gene_14007
ENSG00000165025.1	gene_14008
ENSG00000165029.1	gene_14009
ENSG00000165030.1	gene_14010
ENSG00000165046.1	gene_14011
ENSG00000165060.1	gene_14012
ENSG00000165061.1	gene_14013
ENSG00000165066.1	gene_14014
ENSG00000165071.1	gene_14015
ENSG00000165072.1	gene_14016
ENSG00000165076.1	gene_14017
ENSG00000165078.1	gene_14018
ENSG00000165084.1	gene_14019
ENSG00000165091.1	gene_14020
ENSG00000165092.1	gene_14021
ENSG00000165097.1	gene_14022
ENSG00000165102.1	gene_14023
ENSG00000165105.1	gene_14024
ENSG00000165113.1	gene_14025
ENSG00000165115.1	gene_14026
ENSG00000165118.1	gene_14027
ENSG00000165119.1	gene_14028
ENSG00000165119.2	gene_14029
ENSG00000165119.3	gene_14030
ENSG00000165120.1	gene_14031
ENSG00000165124.1	gene_14032
ENSG00000165125.1	gene_14033
ENSG00000165131.1	gene_14034
ENSG00000165138.1	gene_14035
ENSG00000165140.1	gene_14036
ENSG00000165152.1	gene_14037
ENSG00000165156.1	gene_14038
ENSG00000165164.1	gene_14039
ENSG00000165164.2	gene_14040
ENSG00000165168.1	gene_14041
ENSG00000165169.1	gene_14042
ENSG00000165171.1	gene_14043
ENSG00000165175.1	gene_14044
ENSG00000165181.1	gene_14045
ENSG00000165182.1	gene_14046
ENSG00000165185.1	gene_14047
ENSG00000165186.1	gene_14048
ENSG00000165186.2	gene_14049
ENSG00000165186.3	gene_14050
ENSG00000165188.1	gene_14051
ENSG00000165192.1	gene_14052
ENSG00000165194.1	gene_14053
ENSG00000165195.1	gene_14054
ENSG00000165197.1	gene_14055
ENSG00000165202.1	gene_14056
ENSG00000165209.1	gene_14057
ENSG00000165215.1	gene_14058
ENSG00000165219.1	gene_14059
ENSG00000165233.1	gene_14060
ENSG00000165238.1	gene_14061
ENSG00000165240.1	gene_14062
ENSG00000165244.1	gene_14063
ENSG00000165259.1	gene_14064
ENSG00000165264.1	gene_14065
ENSG00000165269.1	gene_14066
ENSG00000165271.1	gene_14067
ENSG00000165272.1	gene_14068
ENSG00000165275.1	gene_14069
ENSG00000165280.1	gene_14070
ENSG00000165282.1	gene_14071
ENSG00000165283.1	gene_14072
ENSG00000165288.1	gene_14073
ENSG00000165300.1	gene_14074
ENSG00000165304.1	gene_14075
ENSG00000165309.1	gene_14076
ENSG00000165312.1	gene_14077
ENSG00000165322.1	gene_14078
ENSG00000165323.1	gene_14079
ENSG00000165325.1	gene_14080
ENSG00000165338.1	gene_14081
ENSG00000165349.1	gene_14082
ENSG00000165349.2	gene_14083
ENSG00000165349.3	gene_14084
ENSG00000165349.4	gene_14085
ENSG00000165355.1	gene_14086
ENSG00000165355.2	gene_14087
ENSG00000165355.3	gene_14088
ENSG00000165355.4	gene_14089
ENSG00000165355.5	gene_14090
ENSG00000165355.6	gene_14091
ENSG00000165355.7	gene_14092
ENSG00000165359.1	gene_14093
ENSG00000165370.1	gene_14094
ENSG00000165376.1	gene_14095
ENSG00000165379.1	gene_14096
ENSG00000165389.1	gene_14097
ENSG00000165392.1	gene_14098
ENSG00000165406.1	gene_14099
ENSG00000165409.1	gene_14100
ENSG00000165410.1	gene_14101
ENSG00000165416.1	gene_14102
ENSG00000165417.1	gene_14103
ENSG00000165424.1	gene_14104
ENSG00000165434.1	gene_14105
ENSG00000165443.1	gene_14106
ENSG00000165449.1	gene_14107
ENSG00000165457.1	gene_14108
ENSG00000165457.2	gene_14109
ENSG00000165458.1	gene_14110
ENSG00000165462.1	gene_14111
ENSG00000165471.1	gene_14112
ENSG00000165471.10	gene_14113
ENSG00000165471.2	gene_14114
ENSG00000165471.3	gene_14115
ENSG00000165471.4	gene_14116
ENSG00000165471.5	gene_14117
ENSG00000165471.6	gene_14118
ENSG00000165471.7	gene_14119
ENSG00000165471.8	gene_14120
ENSG00000165471.9	gene_14121
ENSG00000165474.1	gene_14122
ENSG00000165475.1	gene_14123
ENSG00000165476.1	gene_14124
ENSG00000165478.1	gene_14125
ENSG00000165480.1	gene_14126
ENSG00000165487.1	gene_14127
ENSG00000165490.1	gene_14128
ENSG00000165494.1	gene_14129
ENSG00000165494.2	gene_14130
ENSG00000165494.3	gene_14131
ENSG00000165494.4	gene_14132
ENSG00000165494.5	gene_14133
ENSG00000165495.1	gene_14134
ENSG00000165501.1	gene_14135
ENSG00000165506.1	gene_14136
ENSG00000165512.1	gene_14137
ENSG00000165516.1	gene_14138
ENSG00000165521.1	gene_14139
ENSG00000165525.1	gene_14140
ENSG00000165526.1	gene_14141
ENSG00000165527.1	gene_14142
ENSG00000165533.1	gene_14143
ENSG00000165548.1	gene_14144
ENSG00000165553.1	gene_14145
ENSG00000165555.1	gene_14146
ENSG00000165556.1	gene_14147
ENSG00000165566.1	gene_14148
ENSG00000165568.1	gene_14149
ENSG00000165568.2	gene_14150
ENSG00000165572.1	gene_14151
ENSG00000165583.1	gene_14152
ENSG00000165583.2	gene_14153
ENSG00000165584.1	gene_14154
ENSG00000165584.2	gene_14155
ENSG00000165588.1	gene_14156
ENSG00000165588.2	gene_14157
ENSG00000165591.1	gene_14158
ENSG00000165606.1	gene_14159
ENSG00000165606.2	gene_14160
ENSG00000165606.3	gene_14161
ENSG00000165617.1	gene_14162
ENSG00000165621.1	gene_14163
ENSG00000165623.1	gene_14164
ENSG00000165626.1	gene_14165
ENSG00000165629.1	gene_14166
ENSG00000165629.2	gene_14167
ENSG00000165630.1	gene_14168
ENSG00000165632.1	gene_14169
ENSG00000165633.1	gene_14170
ENSG00000165637.1	gene_14171
ENSG00000165637.2	gene_14172
ENSG00000165643.1	gene_14173
ENSG00000165644.1	gene_14174
ENSG00000165646.1	gene_14175
ENSG00000165650.1	gene_14176
ENSG00000165655.1	gene_14177
ENSG00000165660.1	gene_14178
ENSG00000165661.1	gene_14179
ENSG00000165669.1	gene_14180
ENSG00000165671.1	gene_14181
ENSG00000165671.2	gene_14182
ENSG00000165672.1	gene_14183
ENSG00000165675.1	gene_14184
ENSG00000165678.1	gene_14185
ENSG00000165678.2	gene_14186
ENSG00000165682.1	gene_14187
ENSG00000165684.1	gene_14188
ENSG00000165688.1	gene_14189
ENSG00000165689.1	gene_14190
ENSG00000165689.2	gene_14191
ENSG00000165694.1	gene_14192
ENSG00000165695.1	gene_14193
ENSG00000165698.1	gene_14194
ENSG00000165699.1	gene_14195
ENSG00000165702.1	gene_14196
ENSG00000165704.1	gene_14197
ENSG00000165714.1	gene_14198
ENSG00000165716.1	gene_14199
ENSG00000165724.1	gene_14200
ENSG00000165730.1	gene_14201
ENSG00000165731.1	gene_14202
ENSG00000165732.1	gene_14203
ENSG00000165733.1	gene_14204
ENSG00000165752.1	gene_14205
ENSG00000165757.1	gene_14206
ENSG00000165762.1	gene_14207
ENSG00000165762.2	gene_14208
ENSG00000165775.1	gene_14209
ENSG00000165775.2	gene_14210
ENSG00000165782.1	gene_14211
ENSG00000165792.1	gene_14212
ENSG00000165794.1	gene_14213
ENSG00000165794.2	gene_14214
ENSG00000165795.1	gene_14215
ENSG00000165801.1	gene_14216
ENSG00000165802.1	gene_14217
ENSG00000165804.1	gene_14218
ENSG00000165805.1	gene_14219
ENSG00000165806.1	gene_14220
ENSG00000165807.1	gene_14221
ENSG00000165810.1	gene_14222
ENSG00000165813.1	gene_14223
ENSG00000165816.1	gene_14224
ENSG00000165819.1	gene_14225
ENSG00000165821.1	gene_14226
ENSG00000165832.1	gene_14227
ENSG00000165837.1	gene_14228
ENSG00000165841.1	gene_14229
ENSG00000165841.2	gene_14230
ENSG00000165861.1	gene_14231
ENSG00000165863.1	gene_14232
ENSG00000165868.1	gene_14233
ENSG00000165879.1	gene_14234
ENSG00000165886.1	gene_14235
ENSG00000165887.1	gene_14236
ENSG00000165891.1	gene_14237
ENSG00000165895.1	gene_14238
ENSG00000165898.1	gene_14239
ENSG00000165899.1	gene_14240
ENSG00000165905.1	gene_14241
ENSG00000165912.1	gene_14242
ENSG00000165914.1	gene_14243
ENSG00000165914.2	gene_14244
ENSG00000165915.1	gene_14245
ENSG00000165916.1	gene_14246
ENSG00000165917.1	gene_14247
ENSG00000165923.1	gene_14248
ENSG00000165929.1	gene_14249
ENSG00000165934.1	gene_14250
ENSG00000165935.1	gene_14251
ENSG00000165943.1	gene_14252
ENSG00000165949.1	gene_14253
ENSG00000165953.1	gene_14254
ENSG00000165959.1	gene_14255
ENSG00000165966.1	gene_14256
ENSG00000165966.2	gene_14257
ENSG00000165970.1	gene_14258
ENSG00000165972.1	gene_14259
ENSG00000165973.1	gene_14260
ENSG00000165983.1	gene_14261
ENSG00000165985.1	gene_14262
ENSG00000165995.1	gene_14263
ENSG00000165996.1	gene_14264
ENSG00000165997.1	gene_14265
ENSG00000166002.1	gene_14266
ENSG00000166004.1	gene_14267
ENSG00000166006.1	gene_14268
ENSG00000166006.2	gene_14269
ENSG00000166012.1	gene_14270
ENSG00000166016.1	gene_14271
ENSG00000166024.1	gene_14272
ENSG00000166025.1	gene_14273
ENSG00000166033.1	gene_14274
ENSG00000166035.1	gene_14275
ENSG00000166037.1	gene_14276
ENSG00000166046.1	gene_14277
ENSG00000166049.1	gene_14278
ENSG00000166068.1	gene_14279
ENSG00000166069.1	gene_14280
ENSG00000166073.1	gene_14281
ENSG00000166086.1	gene_14282
ENSG00000166090.1	gene_14283
ENSG00000166091.1	gene_14284
ENSG00000166105.1	gene_14285
ENSG00000166106.1	gene_14286
ENSG00000166111.1	gene_14287
ENSG00000166118.1	gene_14288
ENSG00000166123.1	gene_14289
ENSG00000166126.1	gene_14290
ENSG00000166128.1	gene_14291
ENSG00000166130.1	gene_14292
ENSG00000166133.1	gene_14293
ENSG00000166135.1	gene_14294
ENSG00000166136.1	gene_14295
ENSG00000166140.1	gene_14296
ENSG00000166143.1	gene_14297
ENSG00000166145.1	gene_14298
ENSG00000166147.1	gene_14299
ENSG00000166148.1	gene_14300
ENSG00000166152.1	gene_14301
ENSG00000166153.1	gene_14302
ENSG00000166164.1	gene_14303
ENSG00000166165.1	gene_14304
ENSG00000166166.1	gene_14305
ENSG00000166167.1	gene_14306
ENSG00000166169.1	gene_14307
ENSG00000166170.1	gene_14308
ENSG00000166171.1	gene_14309
ENSG00000166173.1	gene_14310
ENSG00000166181.1	gene_14311
ENSG00000166181.2	gene_14312
ENSG00000166181.3	gene_14313
ENSG00000166181.4	gene_14314
ENSG00000166183.1	gene_14315
ENSG00000166188.1	gene_14316
ENSG00000166189.1	gene_14317
ENSG00000166192.1	gene_14318
ENSG00000166197.1	gene_14319
ENSG00000166199.1	gene_14320
ENSG00000166200.1	gene_14321
ENSG00000166200.2	gene_14322
ENSG00000166206.1	gene_14323
ENSG00000166206.2	gene_14324
ENSG00000166211.1	gene_14325
ENSG00000166220.1	gene_14326
ENSG00000166224.1	gene_14327
ENSG00000166225.1	gene_14328
ENSG00000166226.1	gene_14329
ENSG00000166226.2	gene_14330
ENSG00000166226.3	gene_14331
ENSG00000166228.1	gene_14332
ENSG00000166228.2	gene_14333
ENSG00000166233.1	gene_14334
ENSG00000166246.1	gene_14335
ENSG00000166250.1	gene_14336
ENSG00000166257.1	gene_14337
ENSG00000166260.1	gene_14338
ENSG00000166261.1	gene_14339
ENSG00000166262.1	gene_14340
ENSG00000166263.1	gene_14341
ENSG00000166265.1	gene_14342
ENSG00000166266.1	gene_14343
ENSG00000166268.1	gene_14344
ENSG00000166272.1	gene_14345
ENSG00000166275.1	gene_14346
ENSG00000166278.1	gene_14347
ENSG00000166289.1	gene_14348
ENSG00000166289.2	gene_14349
ENSG00000166289.3	gene_14350
ENSG00000166289.4	gene_14351
ENSG00000166292.1	gene_14352
ENSG00000166295.1	gene_14353
ENSG00000166311.1	gene_14354
ENSG00000166313.1	gene_14355
ENSG00000166317.1	gene_14356
ENSG00000166321.1	gene_14357
ENSG00000166323.1	gene_14358
ENSG00000166326.1	gene_14359
ENSG00000166329.1	gene_14360
ENSG00000166333.1	gene_14361
ENSG00000166337.1	gene_14362
ENSG00000166337.10	gene_14363
ENSG00000166337.11	gene_14364
ENSG00000166337.12	gene_14365
ENSG00000166337.13	gene_14366
ENSG00000166337.14	gene_14367
ENSG00000166337.15	gene_14368
ENSG00000166337.16	gene_14369
ENSG00000166337.17	gene_14370
ENSG00000166337.18	gene_14371
ENSG00000166337.19	gene_14372
ENSG00000166337.2	gene_14373
ENSG00000166337.20	gene_14374
ENSG00000166337.21	gene_14375
ENSG00000166337.22	gene_14376
ENSG00000166337.23	gene_14377
ENSG00000166337.24	gene_14378
ENSG00000166337.25	gene_14379
ENSG00000166337.26	gene_14380
ENSG00000166337.3	gene_14381
ENSG00000166337.4	gene_14382
ENSG00000166337.5	gene_14383
ENSG00000166337.6	gene_14384
ENSG00000166337.7	gene_14385
ENSG00000166337.8	gene_14386
ENSG00000166337.9	gene_14387
ENSG00000166340.1	gene_14388
ENSG00000166341.1	gene_14389
ENSG00000166342.1	gene_14390
ENSG00000166343.1	gene_14391
ENSG00000166347.1	gene_14392
ENSG00000166348.1	gene_14393
ENSG00000166349.1	gene_14394
ENSG00000166352.1	gene_14395
ENSG00000166359.1	gene_14396
ENSG00000166363.1	gene_14397
ENSG00000166368.1	gene_14398
ENSG00000166377.1	gene_14399
ENSG00000166387.1	gene_14400
ENSG00000166391.1	gene_14401
ENSG00000166391.2	gene_14402
ENSG00000166391.3	gene_14403
ENSG00000166391.4	gene_14404
ENSG00000166394.1	gene_14405
ENSG00000166396.1	gene_14406
ENSG00000166398.1	gene_14407
ENSG00000166401.1	gene_14408
ENSG00000166402.1	gene_14409
ENSG00000166405.1	gene_14410
ENSG00000166407.1	gene_14411
ENSG00000166411.1	gene_14412
ENSG00000166415.1	gene_14413
ENSG00000166426.1	gene_14414
ENSG00000166428.1	gene_14415
ENSG00000166432.1	gene_14416
ENSG00000166435.1	gene_14417
ENSG00000166436.1	gene_14418
ENSG00000166439.1	gene_14419
ENSG00000166441.1	gene_14420
ENSG00000166441.10	gene_14421
ENSG00000166441.11	gene_14422
ENSG00000166441.2	gene_14423
ENSG00000166441.3	gene_14424
ENSG00000166441.4	gene_14425
ENSG00000166441.5	gene_14426
ENSG00000166441.6	gene_14427
ENSG00000166441.7	gene_14428
ENSG00000166441.8	gene_14429
ENSG00000166441.9	gene_14430
ENSG00000166444.1	gene_14431
ENSG00000166446.1	gene_14432
ENSG00000166448.1	gene_14433
ENSG00000166450.1	gene_14434
ENSG00000166451.1	gene_14435
ENSG00000166452.1	gene_14436
ENSG00000166454.1	gene_14437
ENSG00000166455.1	gene_14438
ENSG00000166471.1	gene_14439
ENSG00000166473.1	gene_14440
ENSG00000166477.1	gene_14441
ENSG00000166477.2	gene_14442
ENSG00000166478.1	gene_14443
ENSG00000166479.1	gene_14444
ENSG00000166482.1	gene_14445
ENSG00000166483.1	gene_14446
ENSG00000166484.1	gene_14447
ENSG00000166501.1	gene_14448
ENSG00000166503.1	gene_14449
ENSG00000166507.1	gene_14450
ENSG00000166508.1	gene_14451
ENSG00000166509.1	gene_14452
ENSG00000166510.1	gene_14453
ENSG00000166523.1	gene_14454
ENSG00000166526.1	gene_14455
ENSG00000166527.1	gene_14456
ENSG00000166529.1	gene_14457
ENSG00000166532.1	gene_14458
ENSG00000166535.1	gene_14459
ENSG00000166546.1	gene_14460
ENSG00000166548.1	gene_14461
ENSG00000166557.1	gene_14462
ENSG00000166558.1	gene_14463
ENSG00000166562.1	gene_14464
ENSG00000166569.1	gene_14465
ENSG00000166573.1	gene_14466
ENSG00000166575.1	gene_14467
ENSG00000166578.1	gene_14468
ENSG00000166579.1	gene_14469
ENSG00000166582.1	gene_14470
ENSG00000166589.1	gene_14471
ENSG00000166589.2	gene_14472
ENSG00000166592.1	gene_14473
ENSG00000166595.1	gene_14474
ENSG00000166596.1	gene_14475
ENSG00000166598.1	gene_14476
ENSG00000166603.1	gene_14477
ENSG00000166619.1	gene_14478
ENSG00000166634.1	gene_14479
ENSG00000166669.1	gene_14480
ENSG00000166676.1	gene_14481
ENSG00000166681.1	gene_14482
ENSG00000166682.1	gene_14483
ENSG00000166685.1	gene_14484
ENSG00000166689.1	gene_14485
ENSG00000166707.1	gene_14486
ENSG00000166710.1	gene_14487
ENSG00000166716.1	gene_14488
ENSG00000166734.1	gene_14489
ENSG00000166736.1	gene_14490
ENSG00000166741.1	gene_14491
ENSG00000166743.1	gene_14492
ENSG00000166743.10	gene_14493
ENSG00000166743.11	gene_14494
ENSG00000166743.12	gene_14495
ENSG00000166743.2	gene_14496
ENSG00000166743.3	gene_14497
ENSG00000166743.4	gene_14498
ENSG00000166743.5	gene_14499
ENSG00000166743.6	gene_14500
ENSG00000166743.7	gene_14501
ENSG00000166743.8	gene_14502
ENSG00000166743.9	gene_14503
ENSG00000166747.1	gene_14504
ENSG00000166750.1	gene_14505
ENSG00000166762.1	gene_14506
ENSG00000166780.1	gene_14507
ENSG00000166783.1	gene_14508
ENSG00000166788.1	gene_14509
ENSG00000166793.1	gene_14510
ENSG00000166794.1	gene_14511
ENSG00000166796.1	gene_14512
ENSG00000166796.2	gene_14513
ENSG00000166797.1	gene_14514
ENSG00000166801.1	gene_14515
ENSG00000166801.2	gene_14516
ENSG00000166803.1	gene_14517
ENSG00000166813.1	gene_14518
ENSG00000166816.1	gene_14519
ENSG00000166819.1	gene_14520
ENSG00000166821.1	gene_14521
ENSG00000166822.1	gene_14522
ENSG00000166823.1	gene_14523
ENSG00000166825.1	gene_14524
ENSG00000166828.1	gene_14525
ENSG00000166831.1	gene_14526
ENSG00000166833.1	gene_14527
ENSG00000166839.1	gene_14528
ENSG00000166845.1	gene_14529
ENSG00000166847.1	gene_14530
ENSG00000166847.2	gene_14531
ENSG00000166848.1	gene_14532
ENSG00000166848.2	gene_14533
ENSG00000166851.1	gene_14534
ENSG00000166855.1	gene_14535
ENSG00000166856.1	gene_14536
ENSG00000166860.1	gene_14537
ENSG00000166862.1	gene_14538
ENSG00000166863.1	gene_14539
ENSG00000166866.1	gene_14540
ENSG00000166869.1	gene_14541
ENSG00000166881.1	gene_14542
ENSG00000166884.1	gene_14543
ENSG00000166886.1	gene_14544
ENSG00000166887.1	gene_14545
ENSG00000166888.1	gene_14546
ENSG00000166889.1	gene_14547
ENSG00000166896.1	gene_14548
ENSG00000166897.1	gene_14549
ENSG00000166900.1	gene_14550
ENSG00000166902.1	gene_14551
ENSG00000166908.1	gene_14552
ENSG00000166912.1	gene_14553
ENSG00000166913.1	gene_14554
ENSG00000166913.2	gene_14555
ENSG00000166913.3	gene_14556
ENSG00000166913.4	gene_14557
ENSG00000166913.5	gene_14558
ENSG00000166920.1	gene_14559
ENSG00000166923.1	gene_14560
ENSG00000166924.1	gene_14561
ENSG00000166925.1	gene_14562
ENSG00000166927.1	gene_14563
ENSG00000166928.1	gene_14564
ENSG00000166930.1	gene_14565
ENSG00000166938.1	gene_14566
ENSG00000166946.1	gene_14567
ENSG00000166947.1	gene_14568
ENSG00000166948.1	gene_14569
ENSG00000166949.1	gene_14570
ENSG00000166959.1	gene_14571
ENSG00000166959.2	gene_14572
ENSG00000166959.3	gene_14573
ENSG00000166959.4	gene_14574
ENSG00000166960.1	gene_14575
ENSG00000166963.1	gene_14576
ENSG00000166963.2	gene_14577
ENSG00000166963.3	gene_14578
